./Raboty/Kursovoy_OEVM/62.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 62.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/67.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 67.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/70.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 70.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/75.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 75.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/90.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 90.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/02.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 2.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/09.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 9.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/13x.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 13 измененный.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/22x.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 22 измененный.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/38.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 38.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/52.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 52.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/57.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 57.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/68.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 68.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/69.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 69.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/72.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 72.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/76a.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 76.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/76b.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 76.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/81.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 81.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/82.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 82.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/82a.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 82.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/82b.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 82.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/83.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 83.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/87.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 87.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/88.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 88.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
./Raboty/Kursovoy_OEVM/12.zip,Zip + MS Word + MS Visio,Курсовой проект,Курсовой проект по Организации ЭВМ. Вариант 12.,"курсовик, оэвм, аэвм, пояснительная записка",12438k
